DATE,Australian dollar/Euro (EXR.D.AUD.EUR.SP00.A),Bulgarian lev/Euro (EXR.D.BGN.EUR.SP00.A),Brazilian real/Euro (EXR.D.BRL.EUR.SP00.A),Canadian dollar/Euro (EXR.D.CAD.EUR.SP00.A),Swiss franc/Euro (EXR.D.CHF.EUR.SP00.A),Chinese yuan renminbi/Euro (EXR.D.CNY.EUR.SP00.A),Czech koruna/Euro (EXR.D.CZK.EUR.SP00.A),Danish krone/Euro (EXR.D.DKK.EUR.SP00.A),UK pound sterling/Euro (EXR.D.GBP.EUR.SP00.A),Hong Kong dollar/Euro (EXR.D.HKD.EUR.SP00.A),Croatian kuna/Euro (EXR.D.HRK.EUR.SP00.A),Hungarian forint/Euro (EXR.D.HUF.EUR.SP00.A),Indonesian rupiah/Euro (EXR.D.IDR.EUR.SP00.A),Israeli shekel/Euro (EXR.D.ILS.EUR.SP00.A),Indian rupee/Euro (EXR.D.INR.EUR.SP00.A),Iceland krona/Euro (EXR.D.ISK.EUR.SP00.A),Japanese yen/Euro (EXR.D.JPY.EUR.SP00.A),Korean won (Republic)/Euro (EXR.D.KRW.EUR.SP00.A),Mexican peso/Euro (EXR.D.MXN.EUR.SP00.A),Malaysian ringgit/Euro (EXR.D.MYR.EUR.SP00.A),Norwegian krone/Euro (EXR.D.NOK.EUR.SP00.A),New Zealand dollar/Euro (EXR.D.NZD.EUR.SP00.A),Philippine peso/Euro (EXR.D.PHP.EUR.SP00.A),Polish zloty/Euro (EXR.D.PLN.EUR.SP00.A),Romanian leu/Euro (EXR.D.RON.EUR.SP00.A),Russian rouble/Euro (EXR.D.RUB.EUR.SP00.A),Swedish krona/Euro (EXR.D.SEK.EUR.SP00.A),Singapore dollar/Euro (EXR.D.SGD.EUR.SP00.A),Thai baht/Euro (EXR.D.THB.EUR.SP00.A),Turkish lira/Euro (EXR.D.TRY.EUR.SP00.A),US dollar/Euro (EXR.D.USD.EUR.SP00.A),South African rand/Euro (EXR.D.ZAR.EUR.SP00.A)
2022/3/23,1.4728,1.9558,5.3903,1.384,1.0269,7.0003,24.605,7.4381,0.8328,8.5948,7.571,372.25,15792.11,3.5407,83.9675,141.4,132.65,1337.76,22.1978,4.6401,9.6425,1.5822,57.565,4.7052,4.9463,,10.4005,1.4919,36.965,16.3108,1.0985,16.2501
2022/3/22,1.4802,1.9558,5.4105,1.3867,1.0275,7.0137,24.679,7.4402,0.83228,8.6285,7.575,371.23,15808.01,3.5521,83.9145,142.7,132.96,1343.81,22.3667,4.6483,9.6233,1.586,57.749,4.6851,4.9463,,10.3822,1.4957,36.881,16.3432,1.1024,16.343
2022/3/21,1.4897,1.9558,5.502,1.3898,1.0278,7.0152,24.683,7.4411,0.83775,8.6387,7.5733,374.48,15826.61,3.5637,84.1835,142.7,131.57,1342.62,22.48,4.6415,9.6575,1.5997,57.817,4.696,4.947,,10.4088,1.496,37.038,16.3773,1.1038,16.4543
2022/3/18,1.4945,1.9558,5.5784,1.3911,1.0314,7.0031,24.837,7.4423,0.83925,8.6101,7.5685,375.33,15782.11,3.5761,83.7825,142.9,131.4,1337.31,22.5905,4.6157,9.694,1.6026,57.622,4.7135,4.9483,,10.4303,1.4952,36.745,16.3054,1.1008,16.5347
2022/3/17,1.5055,1.9558,5.6339,1.3998,1.0385,7.0176,24.777,7.4439,0.84315,8.6391,7.573,372.05,15835.97,3.5777,83.8435,142.1,131.27,1340.02,22.788,4.6364,9.78,1.613,57.69,4.6889,4.9465,,10.4503,1.498,36.767,16.3123,1.1051,16.5286
2022/3/16,1.5165,1.9558,5.6523,1.3967,1.0336,6.9817,24.687,7.4412,0.83988,8.5996,7.5725,371.18,15690.36,3.5872,83.7805,143.5,130.05,1353.77,22.854,4.6147,9.7988,1.6168,57.433,4.6765,4.9473,,10.4205,1.4966,36.681,16.1783,1.0994,16.5574
2022/3/15,1.5234,1.9558,5.6385,1.4099,1.0322,7.0117,24.867,7.441,0.84053,8.6026,7.575,371.41,15710.44,3.6088,83.9555,144.9,129.67,1366.05,22.9352,4.6239,9.849,1.6216,57.536,4.7355,4.9482,,10.526,1.4993,36.842,16.0968,1.0991,16.6249
2022/3/14,1.5137,1.9558,5.5286,1.3978,1.0249,6.9738,24.89,7.4405,0.83915,8.5815,7.5745,373.88,15678.53,3.586,83.931,145.1,129.3,1357.77,22.8311,4.6087,9.8588,1.613,57.398,4.7218,4.949,,10.5368,1.4947,36.59,16.2,1.096,16.5029
2022/3/11,1.5017,1.9558,5.5077,1.4024,1.023,6.9633,25.213,7.4402,0.8397,8.6007,7.5713,380.92,15696.64,3.5683,83.9875,144.9,128.46,1354.04,22.9524,4.6098,9.8033,1.6053,57.461,4.782,4.949,,10.646,1.4949,36.542,16.2554,1.099,16.4896
2022/3/10,1.5109,1.9558,5.5958,1.4189,1.027,7.0063,25.316,7.4401,0.84175,8.6688,7.5665,381.63,15824.95,3.6219,84.607,145.5,128.54,1360.48,23.3153,4.6414,9.919,1.6185,57.825,4.8239,4.9491,,10.7073,1.5058,36.71,16.574,1.1084,16.7264
2022/3/9,1.4991,1.9558,5.5201,1.4108,1.0198,6.9454,25.364,7.444,0.8357,8.5974,7.5625,379.66,15710.06,3.5978,84.2025,145.3,127.31,1357.08,23.2145,4.6028,9.798,1.6055,57.259,4.8196,4.9485,,10.734,1.4966,36.326,16.1323,1.0993,16.656
2022/3/8,1.4971,1.9558,5.5346,1.3978,1.0111,6.8805,25.642,7.4441,0.83185,8.5183,7.5715,388.28,15639.76,3.6022,83.924,145.9,126.03,1344.71,23.2866,4.5556,9.7925,1.5958,56.9,4.9103,4.9494,,10.8803,1.4856,36.156,15.8183,1.0892,16.7051
2022/3/7,1.4751,1.9558,5.5065,1.3864,1.0069,6.8846,25.584,7.4406,0.82625,8.5154,7.56,393.25,15685.76,3.5653,83.8125,145.8,125.55,1338.45,23.0249,4.5426,9.8325,1.5861,56.832,4.9525,4.9494,,10.8573,1.4831,35.866,15.6577,1.0895,16.6951
2022/3/4,1.4872,1.9558,5.5313,1.3937,1.0056,6.9065,25.737,7.4394,0.82388,8.5411,7.5584,386.54,15725.3,3.5603,83.4354,144.2,126.17,1332.23,22.7543,4.5661,9.8358,1.6005,56.814,4.853,4.9495,,10.7935,1.4872,35.776,15.5681,1.0929,16.8044
2022/3/3,1.5139,1.9558,5.6041,1.3992,1.0192,6.9996,25.634,7.4399,0.82773,8.6547,7.57,378.64,15934.42,3.5872,84.174,143.4,128.18,1334.2,22.8945,4.637,9.8418,1.6329,57.293,4.7691,4.9496,,10.7688,1.5042,36.063,15.6897,1.1076,16.8798
2022/3/2,1.5272,1.9558,5.7313,1.4088,1.0216,7.0153,25.866,7.4387,0.83316,8.6785,7.574,382.31,15980.03,3.5954,84.1765,143,128.08,1338.99,22.999,4.6595,9.8826,1.6404,57.206,4.8021,4.9493,,10.788,1.5059,36.339,15.628,1.1106,17.1904
2022/3/1,1.5365,1.9558,5.7598,1.4158,1.0247,7.0462,25.465,7.4377,0.8329,8.7234,7.567,379.6,16033.36,3.6152,84.5015,142,128.15,1342.6,22.8558,4.6802,9.8598,1.6484,57.295,4.7947,4.949,117.201,10.6893,1.515,36.505,15.5509,1.1162,17.2145
2022/2/28,1.5508,1.9558,5.7828,1.4264,1.0336,7.067,24.997,7.4404,0.8355,8.7514,7.5655,369.72,16100.72,3.63,84.554,141.8,129.31,1347.62,22.9011,4.7019,9.9465,1.6628,57.432,4.6835,4.9484,115.4842,10.6055,1.5201,36.593,15.4532,1.1199,17.2863
2022/2/25,1.5541,1.9558,5.738,1.4325,1.0398,7.0828,24.66,7.4418,0.8374,8.7578,7.5535,365.28,16088.71,3.6389,84.347,140.8,129.64,1346.44,22.9145,4.7107,9.9756,1.6651,57.549,4.6369,4.9479,92.5673,10.5848,1.5176,36.441,15.4799,1.1216,17.0315
2022/2/24,1.5593,1.9558,5.6874,1.4316,1.032,7.0601,25.09,7.4405,0.83463,8.7178,7.552,368.63,16074,3.6618,84.296,142,128.28,1347.7,22.9355,4.6896,10.0878,1.6692,57.45,4.6554,4.9501,95.7175,10.7338,1.5125,36.514,16.0525,1.1163,17.1634
2022/2/23,1.5592,1.9558,5.6808,1.4394,1.0431,7.1669,24.473,7.4388,0.83463,8.8529,7.5362,357.25,16270.12,3.6515,84.6135,141.2,130.58,1350.23,22.9079,4.748,10.0335,1.6679,57.98,4.5481,4.9468,90.8791,10.5658,1.5253,36.601,15.6871,1.1344,17.0508
2022/2/22,1.5739,1.9558,5.7677,1.4441,1.0422,7.1771,24.496,7.4392,0.83685,8.8495,7.537,355.89,16293.92,3.6584,84.758,141.2,130.54,1353.34,23.033,4.7472,10.1018,1.6848,58.208,4.5447,4.9464,89.8055,10.5996,1.5268,36.748,15.6959,1.1342,17.1768
2022/2/21,1.5751,1.9558,5.8045,1.4454,1.0387,7.1831,24.345,7.4397,0.83298,8.8443,7.536,357.54,16276.34,3.6433,84.677,141.4,130.2,1353.02,22.9951,4.7387,10.1738,1.687,58.3,4.5351,4.9448,89.0866,10.6535,1.5265,36.588,15.4689,1.1338,17.1895
2022/2/18,1.5754,1.9558,5.8435,1.4424,1.0452,7.184,24.337,7.4382,0.83425,8.8566,7.5355,356.37,16304.49,3.6276,84.6525,140.8,130.59,1356.45,23.027,4.7528,10.1465,1.6896,58.403,4.5201,4.9453,86.2815,10.5796,1.5255,36.435,15.4678,1.1354,17.0858
2022/2/17,1.5786,1.9558,5.8495,1.4439,1.0466,7.206,24.383,7.4398,0.83493,8.8692,7.533,356.08,16291.53,3.6231,85.2935,141.6,130.84,1360.7,23.0367,4.7612,10.1225,1.695,58.314,4.5065,4.9432,86.388,10.593,1.5278,36.537,15.4945,1.137,16.9893
2022/2/16,1.5859,1.9558,5.8765,1.4416,1.0516,7.2101,24.365,7.441,0.8394,8.8712,7.5295,355.65,16232.55,3.6256,85.3885,141.4,131.56,1361.31,23.1718,4.7595,10.1095,1.7108,58.346,4.4961,4.9436,85.3679,10.5363,1.5291,36.771,15.481,1.1372,17.214
2022/2/15,1.5888,1.9558,5.8977,1.4433,1.0483,7.1969,24.419,7.4422,0.83765,8.8527,7.529,355.33,16187.89,3.6596,85.443,141.2,131.18,1357.5,23.1113,4.7493,10.0893,1.7143,58.144,4.5036,4.941,85.5025,10.5739,1.5265,36.724,15.4716,1.1345,17.1767
2022/2/14,1.5902,1.9558,5.8965,1.4431,1.0472,7.1937,24.527,7.4411,0.8372,8.8283,7.5293,357.06,16190.53,3.6835,85.4715,142.6,130.6,1354.5,23.1331,4.742,10.0693,1.7112,58.114,4.54,4.9457,86.348,10.6158,1.5247,36.8,15.351,1.1316,17.131
2022/2/11,1.5927,1.9558,5.9263,1.4498,1.0557,7.2564,24.405,7.44,0.83958,8.9054,7.5312,353.38,16339.46,3.6958,85.8535,141.8,132.24,1363.68,23.3183,4.7832,10.0732,1.7085,58.482,4.5204,4.9458,85.855,10.553,1.5339,37.282,15.4066,1.1417,17.2736
2022/2/10,1.5894,1.9558,5.9668,1.4498,1.0571,7.2722,24.35,7.4404,0.84248,8.9142,7.5275,354.02,16390.21,3.6796,85.9373,141.8,132.42,1367.52,23.3584,4.7855,10.0693,1.7076,58.583,4.4921,4.9451,85.0187,10.5275,1.5345,37.331,15.4838,1.1439,17.3078
2022/2/9,1.5933,1.9558,6.0198,1.4514,1.0555,7.2759,24.288,7.4437,0.84255,8.9106,7.5285,352.94,16390.99,3.6817,85.5765,142.2,132.04,1365.72,23.4719,4.7853,10.0585,1.7107,58.603,4.5135,4.9449,85.5289,10.4075,1.5349,37.404,15.551,1.1435,17.5281
2022/2/8,1.6025,1.9558,6.0209,1.4505,1.0545,7.2636,24.259,7.4437,0.84363,8.8923,7.5215,353.09,16418.4,3.6753,85.2545,142.4,131.68,1367.88,23.5601,4.774,10.0758,1.7196,58.715,4.5312,4.945,85.7797,10.4433,1.5349,37.606,15.5558,1.1408,17.638
2022/2/7,1.6097,1.9558,6.0541,1.4546,1.0571,7.2807,24.222,7.4443,0.84685,8.9202,7.52,353.48,16478.97,3.6547,85.5345,143.4,131.59,1371.76,23.575,4.7909,10.0658,1.7278,58.978,4.5432,4.9461,86.5824,10.4483,1.5389,37.735,15.5235,1.1447,17.7
2022/2/4,1.6165,1.9558,6.083,1.4583,1.0567,7.2923,24.36,7.4432,0.84593,8.9286,7.5275,352.92,16493.16,3.6741,85.6445,142.8,131.72,1374.04,23.5856,4.7914,10.0483,1.7287,58.754,4.5474,4.9466,87.3095,10.4465,1.5419,37.797,15.5072,1.1464,17.5875
2022/2/3,1.5849,1.9558,5.9843,1.4334,1.0407,7.1795,24.135,7.4388,0.83208,8.7966,7.5295,353.94,16243.28,3.5949,84.518,142.4,129.63,1358.42,23.2359,4.7215,9.9545,1.7001,57.608,4.5315,4.9461,86.1788,10.387,1.5212,37.424,15.3047,1.1286,17.2864
2022/2/2,1.5828,1.9558,5.9677,1.433,1.0399,7.2026,24.298,7.4383,0.83395,8.8245,7.526,354.45,16243.98,3.5777,84.613,143.2,129.37,1359.23,23.2134,4.7392,9.9228,1.701,57.785,4.5449,4.9463,85.815,10.385,1.5254,37.575,15.3011,1.1323,17.3459
2022/2/1,1.5868,1.9558,5.9572,1.4299,1.0374,7.1625,24.335,7.4407,0.83498,8.7779,7.5275,356.38,16126.29,3.566,84.197,143.8,129.12,1353.61,23.1296,4.7129,9.9638,1.7032,57.516,4.5804,4.9465,86.3238,10.4438,1.5199,37.378,15.0644,1.126,17.1633
2022/1/31,1.582,1.9558,6.003,1.4233,1.0404,7.0963,24.372,7.4419,0.83153,8.6994,7.5293,357.19,16036.76,3.564,83.3655,143.2,128.79,1349.08,23.1856,4.6693,10.0085,1.6983,56.985,4.5892,4.9475,86.7251,10.489,1.511,37.144,14.931,1.1156,17.3734
2022/1/28,1.5971,1.9558,6.0147,1.4239,1.0378,7.0857,24.443,7.4432,0.83178,8.681,7.529,358.42,16047.76,3.5697,83.6015,144,128.68,1349.47,23.1854,4.6668,10.026,1.7031,57.028,4.5755,4.9463,86.6113,10.552,1.5109,37.229,15.1424,1.1138,17.3844
2022/1/27,1.5771,1.9558,6.0159,1.4161,1.0391,7.1061,24.427,7.4428,0.83368,8.6951,7.5328,358.09,16052.42,3.5695,83.7893,145.2,128.74,1344.5,23.143,4.6844,9.9903,1.6872,57.295,4.5592,4.9466,87.139,10.445,1.5089,37.124,15.1946,1.116,17.1112
2022/1/26,1.5727,1.9558,6.1084,1.4173,1.0386,7.1293,24.531,7.442,0.83458,8.7791,7.529,359.67,16185.31,3.5834,84.4288,145.6,128.86,1350.03,23.1845,4.7268,10.0115,1.6865,57.728,4.5864,4.9451,89.265,10.4493,1.5162,37.169,15.2877,1.1277,17.0858
2022/1/25,1.5814,1.9558,6.2049,1.4247,1.0364,7.1325,24.5,7.4437,0.83713,8.7725,7.5295,359.44,16169.54,3.5898,84.277,146,128.49,1350.71,23.2909,4.7213,10.1385,1.6911,57.753,4.5751,4.9448,88.7384,10.502,1.5157,37.28,15.2723,1.1268,17.2669
2022/1/24,1.5866,1.9558,6.1901,1.4269,1.0308,7.1533,24.528,7.4431,0.83803,8.8003,7.529,359.84,16213.69,3.5846,84.3495,145.6,128.62,1352.41,23.2566,4.7352,10.1638,1.6901,58.045,4.5572,4.9453,88.649,10.5038,1.5216,37.382,15.1621,1.1304,17.2509
2022/1/21,1.5774,1.9558,6.2063,1.4211,1.0353,7.1946,24.347,7.4431,0.83633,8.837,7.528,358.19,16244.2,3.5668,84.419,145.6,129.14,1351.89,23.2229,4.7508,10.0523,1.6884,58.171,4.5318,4.9453,86.838,10.414,1.526,37.358,15.223,1.1348,17.1546
2022/1/20,1.5662,1.9558,6.1621,1.4158,1.0382,7.1936,24.263,7.4424,0.83265,8.8274,7.525,355.81,16267.5,3.5564,84.362,145.4,129.53,1349.16,23.1684,4.7489,9.9578,1.6731,58.285,4.5228,4.9453,86.8952,10.3708,1.5261,37.319,15.2094,1.1338,17.2531
2022/1/19,1.5709,1.9558,6.2657,1.4144,1.0383,7.2003,24.313,7.4419,0.83168,8.8392,7.5238,355.88,16283.78,3.5529,84.4135,145.2,129.86,1347.1,23.0922,4.757,9.9368,1.6684,58.429,4.5229,4.9449,86.48,10.3428,1.5293,37.467,15.4207,1.1345,17.3889
2022/1/18,1.5833,1.9558,6.2797,1.4228,1.0414,7.2212,24.426,7.4425,0.83673,8.8576,7.5225,357,16318.64,3.5557,84.813,146,130.39,1355.33,23.1443,4.7554,9.9638,1.6798,58.553,4.526,4.9449,86.7325,10.3185,1.5349,37.635,15.4447,1.1367,17.5398
2022/1/17,1.5811,1.9558,6.2808,1.4287,1.0429,7.2402,24.467,7.4417,0.83573,8.8844,7.5275,356.09,16337.73,3.5479,84.7295,146.8,130.64,1359.89,23.1901,4.7704,9.9623,1.6765,58.496,4.5256,4.9443,87.3907,10.305,1.5374,37.761,15.2757,1.1403,17.601
2022/1/14,1.5803,1.9558,6.3361,1.433,1.0429,7.2728,24.493,7.4414,0.83508,8.9119,7.5205,356.1,16388.85,3.5565,84.9445,147,130.17,1361.27,23.2684,4.7831,9.9863,1.6745,58.727,4.5414,4.9429,88.0011,10.2684,1.5418,38.033,15.5256,1.1447,17.6043
2022/1/13,1.5709,1.9558,6.3518,1.4304,1.0453,7.2913,24.458,7.4409,0.83545,8.9289,7.5202,355.24,16379.02,3.5638,84.717,147,130.98,1359.24,23.3894,4.7875,9.9333,1.6676,58.572,4.5361,4.944,86.603,10.238,1.5427,38.08,15.5744,1.1463,17.6381
2022/1/12,1.5762,1.9558,6.3458,1.4261,1.0486,7.2379,24.423,7.4414,0.83338,8.863,7.524,355.98,16295.93,3.5406,84.0285,147,131.19,1353.27,23.1852,4.7595,9.927,1.6775,58.08,4.5359,4.9453,84.7559,10.264,1.5358,37.936,15.5922,1.137,17.5645
2022/1/11,1.5804,1.9558,6.389,1.4329,1.0502,7.2255,24.412,7.4404,0.83475,8.8384,7.5236,357.45,16221.39,3.549,83.7481,147,130.95,1352.85,23.0888,4.7515,10.0165,1.6772,57.979,4.5438,4.945,84.8663,10.3075,1.5342,37.862,15.696,1.1336,17.7094
2022/1/10,1.5774,1.9558,6.3969,1.4327,1.0446,7.2128,24.357,7.4381,0.83398,8.8233,7.5278,358.4,16181.9,3.5303,83.8,146.2,130.45,1355.68,23.0597,4.7536,10.0253,1.6753,58.141,4.5334,4.9449,84.9825,10.3038,1.5344,38.074,15.7183,1.1318,17.6999
2022/1/7,1.5804,1.9558,6.4343,1.4374,1.0422,7.206,24.439,7.438,0.8343,8.8133,7.5214,358.68,16188.43,3.5135,83.978,146,130.9,1359.96,23.1109,4.7553,10.0288,1.6748,58.046,4.5496,4.9451,85.298,10.2839,1.5356,38.074,15.7206,1.1298,17.6701
2022/1/6,1.5778,1.9558,6.442,1.4451,1.0395,7.2187,24.528,7.4393,0.83593,8.8272,7.5197,359.84,16291.88,3.5247,84.2475,146.8,131.05,1362.06,23.2549,4.767,10.035,1.6752,57.943,4.5614,4.9435,86.5088,10.3265,1.5388,37.962,15.5504,1.1315,17.7932
2022/1/5,1.56,1.9558,6.4146,1.4399,1.0364,7.2087,24.581,7.4384,0.83546,8.8227,7.519,362.15,16263.02,3.4989,84.161,146.8,131.03,1354.61,23.1422,4.7466,9.9672,1.6597,57.713,4.5666,4.946,85.7275,10.2545,1.534,37.607,15.2446,1.1319,17.9369
2022/1/4,1.5682,1.9558,6.4174,1.4382,1.0355,7.1924,24.745,7.4378,0.83618,8.7919,7.5185,365.12,16199.73,3.4909,84.2055,147.8,131.17,1352.91,23.1808,4.7214,10.0138,1.6668,57.988,4.5667,4.9481,84.9202,10.2808,1.531,37.582,15.1384,1.1279,18.108
2022/1/3,1.5691,1.9558,6.3539,1.442,1.0372,7.2174,24.818,7.4382,0.84135,8.8541,7.519,367.71,16202.02,3.5139,84.3949,147.6,130.56,1354.4,23.2259,4.7379,10.0013,1.6651,58.051,4.5895,4.9483,84.5313,10.2958,1.5333,37.665,15.0777,1.1355,17.9661
2021/12/31,1.5615,1.9558,6.3101,1.4393,1.0331,7.1947,24.858,7.4364,0.84028,8.8333,7.5156,369.19,16100.42,3.5159,84.2292,147.6,130.38,1346.38,23.1438,4.7184,9.9888,1.6579,57.763,4.5969,4.949,85.3004,10.2503,1.5279,37.653,15.2335,1.1326,18.0625
2021/12/30,1.5594,1.9558,6.3734,1.4481,1.0363,7.223,24.917,7.4365,0.8393,8.8399,7.5211,370.15,16163.41,3.5204,84.2575,147.6,130.44,1347.56,23.2431,4.7336,9.9703,1.6545,57.849,4.596,4.9494,84.8888,10.2438,1.533,37.867,14.7184,1.1334,18.0173
2021/12/29,1.5638,1.9558,6.3824,1.4486,1.038,7.1994,24.958,7.4365,0.84115,8.8127,7.52,370.22,16112.32,3.5179,84.388,147.4,129.97,1341.06,23.2544,4.7269,9.9883,1.6625,57.592,4.6037,4.9499,83.5863,10.2608,1.5309,37.888,14.1525,1.1303,17.9471
2021/12/28,1.5603,1.9558,6.3981,1.4487,1.0381,7.2159,24.98,7.4362,0.84248,8.838,7.5175,369.08,16126.51,3.5223,84.6335,147.4,130.16,1345.14,23.4003,4.7369,9.9728,1.6602,57.288,4.6063,4.95,83.4446,10.2528,1.5335,37.948,13.3521,1.1331,17.8113
2021/12/27,1.5685,1.9558,6.4157,1.4529,1.0396,7.2087,25.139,7.4362,0.8433,8.8246,7.5025,370.22,16081.55,3.5465,84.8105,147.4,129.79,1343.6,23.3216,4.7318,10.0405,1.666,56.83,4.605,4.9498,83.2088,10.325,1.5354,37.963,12.8099,1.1312,17.5609
2021/12/24,1.5645,1.9558,6.4229,1.4502,1.0402,7.2064,25.014,7.436,0.84389,8.8255,7.5108,370.82,16056.5,3.5735,84.885,147.2,129.45,1343.18,23.3103,4.748,10.0043,1.6589,56.592,4.619,4.9498,83.2027,10.33,1.5343,37.833,13.2402,1.1317,17.5821
2021/12/23,1.5639,1.9558,6.4015,1.451,1.0413,7.2056,25.088,7.4362,0.84228,8.8215,7.5165,369.84,16041.87,3.5663,85.0775,147,129.39,1343.29,23.409,4.7502,10.0113,1.6609,56.633,4.628,4.9495,83.2366,10.3035,1.5379,37.934,12.6525,1.131,17.7769
2021/12/22,1.5758,1.9558,6.4616,1.4589,1.0432,7.1999,25.24,7.4362,0.849,8.8155,7.5208,368.54,16102.79,3.5775,85.407,146.8,129.08,1346.25,23.47,4.7617,10.0613,1.6674,56.772,4.632,4.9503,83.4396,10.2906,1.5422,38.13,14.0719,1.1301,17.9668
2021/12/21,1.584,1.9558,6.4573,1.4599,1.0417,7.1965,25.24,7.4362,0.8528,8.8111,7.5215,368,16135.51,3.577,85.3648,146.8,128.44,1345.39,23.4677,4.754,10.1488,1.6726,56.389,4.6375,4.95,83.5985,10.3315,1.5414,38.019,14.7132,1.1295,17.9025
2021/12/20,1.5855,1.9558,6.4219,1.4569,1.0408,7.1882,25.234,7.4363,0.85205,8.7943,7.515,366.69,16244.16,3.5608,85.5025,146.6,127.98,1343.4,23.4407,4.7645,10.1915,1.6778,56.256,4.6337,4.9486,83.59,10.301,1.5415,37.889,20.0434,1.1273,17.8271
2021/12/17,1.5815,1.9558,6.4648,1.4527,1.0409,7.2234,25.255,7.4364,0.85208,8.8388,7.5223,367.57,16268.73,3.5495,86.064,146.2,128.28,1342.76,23.5473,4.7807,10.1783,1.6738,56.621,4.6336,4.9501,83.6856,10.2753,1.5459,37.706,19.1155,1.133,17.928
2021/12/16,1.5714,1.9558,6.4378,1.4484,1.0457,7.2183,25.282,7.4362,0.84835,8.8432,7.5171,369.24,16265.88,3.5248,86.4005,146.8,129.37,1341.38,23.7706,4.7685,10.1458,1.661,56.681,4.6278,4.9498,83.286,10.2465,1.5455,37.919,17.5824,1.1336,18.1121
2021/12/15,1.5763,1.9558,6.4354,1.4496,1.0416,7.1691,25.271,7.4362,0.8498,8.7861,7.5208,369.09,16165.75,3.535,86.0345,146.8,128.25,1335.4,23.8856,4.7638,10.2278,1.6689,56.574,4.6272,4.9493,83.0838,10.2565,1.5405,37.615,16.5612,1.1262,18.1976
2021/12/14,1.5866,1.9558,6.3723,1.449,1.0404,7.1956,25.334,7.4362,0.85345,8.8227,7.5213,366.85,16179.72,3.5242,85.879,147.4,128.45,1338.31,23.7839,4.786,10.2475,1.6723,56.882,4.63,4.9494,83.1963,10.281,1.5469,37.716,16.2092,1.1309,18.1219
2021/12/13,1.5795,1.9558,6.319,1.4388,1.0418,7.1777,25.401,7.4362,0.85158,8.7967,7.521,367.07,16155.54,3.504,85.4225,148,128.19,1333.6,23.5354,4.7678,10.1598,1.6651,56.731,4.6221,4.9494,82.8238,10.231,1.542,37.612,16.0525,1.1278,17.9694
2021/12/10,1.5765,1.9558,6.2923,1.434,1.0424,7.1814,25.365,7.4362,0.85355,8.7918,7.525,365.58,16202.7,3.4931,85.3105,147.8,128.2,1331.35,23.6094,4.7488,10.1335,1.6635,56.746,4.6123,4.9494,82.8024,10.2463,1.5396,37.945,15.6908,1.1273,18.0414
2021/12/9,1.584,1.9558,6.2718,1.4363,1.0446,7.2114,25.434,7.4362,0.8574,8.8186,7.5305,365.81,16265.76,3.513,85.5075,147.4,128.21,1331.42,23.8011,4.7693,10.155,1.6672,57.045,4.6045,4.9493,83.2976,10.257,1.5446,37.96,15.6175,1.1311,18.019
2021/12/8,1.5841,1.9558,6.335,1.4281,1.0432,7.1726,25.475,7.4362,0.85603,8.8088,7.525,368.13,16205.54,3.5176,85.2345,147.4,128.57,1328.25,23.6365,4.7733,10.096,1.6659,56.784,4.5962,4.9488,83.3019,10.2513,1.5415,37.829,15.4796,1.1299,17.8168
2021/12/7,1.5836,1.9558,6.3327,1.4258,1.0414,7.1671,25.465,7.4363,0.84933,8.7753,7.5205,365.88,16175.52,3.5495,84.878,147.4,127.83,1325.5,23.8972,4.7635,10.19,1.6607,56.772,4.5942,4.9488,83.7755,10.2573,1.538,37.91,15.369,1.1256,17.9612
2021/12/6,1.6034,1.9558,6.416,1.4437,1.0416,7.1986,25.421,7.4362,0.85128,8.8053,7.5265,364.43,16306.04,3.5726,85.119,147.2,127.78,1333.81,23.9694,4.7817,10.2943,1.6703,56.915,4.5924,4.9462,83.3889,10.2688,1.5456,38.252,15.5642,1.1287,18.0231
2021/12/3,1.5999,1.9558,6.3687,1.4471,1.0387,7.1935,25.415,7.4362,0.85048,8.8006,7.5273,363.86,16288.18,3.5655,84.8455,146.8,127.97,1334.04,23.9841,4.7772,10.2875,1.6634,57.048,4.5923,4.9493,83.0225,10.3185,1.5466,38.254,15.6131,1.1291,17.9509
2021/12/2,1.5975,1.9558,6.3935,1.4526,1.0414,7.2297,25.42,7.4362,0.85135,8.8375,7.5245,362.44,16342.16,3.5904,85.052,146.8,127.94,1333.57,24.1963,4.7964,10.2962,1.6662,57.32,4.5953,4.9488,83.5138,10.2658,1.5501,38.413,15.2937,1.1339,17.9652
2021/12/1,1.5849,1.9558,6.3498,1.4433,1.0427,7.2065,25.443,7.4362,0.85,8.8154,7.5185,363.78,16249.4,3.5623,84.7485,146.6,128.27,1330.53,24.0869,4.7745,10.2195,1.6548,57.004,4.6283,4.9467,83.6246,10.226,1.5431,38.151,15.1664,1.1314,17.9011
2021/11/30,1.5898,1.9558,6.3762,1.4518,1.043,7.2395,25.526,7.4368,0.85173,8.8601,7.5315,365.68,16277.55,3.5887,85.3274,147,128.2,1350.29,24.5059,4.7753,10.2795,1.6644,57.271,4.6639,4.951,84.6123,10.286,1.5521,38.282,14.9342,1.1363,18.2269
